RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5294,15602909,Dickson,585.6357566698041,Spain,Female,41.0,10,-5023.633134351276,2,1,1,163513.6271696023,0
5295,15734058,Anayochukwu,535.4548893377028,Germany,Male,32.0,9,177616.7213380456,1,1,1,17808.065371406392,0
5296,15801788,McDonald,702.6175462871436,Germany,Female,29.0,6,184781.04998289997,1,1,0,171135.42522055097,0
5297,15702462,Fiorentini,620.5914706988433,Spain,Female,,6,44044.25736006114,1,1,1,116755.1862702477,1
5298,15683416,Russo,587.1764883232722,Germany,Male,51.0,8,110357.33346485691,3,1,1,190801.04137905827,1
5299,15794187,Young,708.9264572416064,France,Male,36.0,6,128969.61323077572,2,1,0,116354.92809619925,0
5300,15792989,Bianchi,548.5759962477093,France,Female,71.0,1,96428.98251720419,1,1,1,26156.204623021902,0
5301,15613734,Fallaci,635.8266325755908,France,Female,,6,99304.46418136975,2,1,1,115311.67069453478,0
5302,15606177,Crawford,665.7466310853529,France,Male,39.0,2,5833.038759799961,2,1,0,87397.14855986468,0
5303,15636700,Marsh,718.1579765058268,France,Male,39.0,9,138258.04286357682,1,0,1,149135.75029486784,0
5304,15645766,Kosisochukwu,645.0713906213559,Spain,Male,25.0,9,4226.8852977721535,2,1,1,4300.154469550596,0
5305,15671345,Piccio,525.8539999876441,Spain,Female,,6,74532.61310657195,2,0,0,54449.39996994795,0
5306,15652469,Nevels,720.6422462598628,France,Male,27.0,1,1743.9333590259312,2,1,0,98352.45868374834,0
5307,15749638,Kaodilinakachukwu,602.4193176974043,France,Female,51.0,9,117150.91286488346,1,1,1,167514.34690439588,1
5308,15728706,Amaechi,516.9667565133122,France,Female,49.0,7,6576.5375363855965,1,1,0,10246.207218514828,1
5309,15735439,P'an,433.8205860219331,Spain,Female,31.0,1,119947.4963707945,1,0,0,81501.21188925323,0
5310,15778696,Ikemefuna,664.4251832738046,Spain,Female,36.0,5,169717.93760661554,1,1,0,122977.40997132067,0
5311,15624744,Tai,616.5517996679262,Germany,Male,42.0,9,99960.8745827842,1,0,0,70588.22874901374,1
5312,15584338,Winn,738.6744855667239,France,Female,40.0,0,-1109.4943914072487,2,1,0,61087.931686014854,0
5313,15726178,Hardy,695.8980963793899,Spain,Female,48.0,8,-2754.3403470367934,2,1,0,187556.20086742516,0
5314,15794939,Chiu,786.7695152203621,France,Female,,5,132294.26320853,2,1,1,109352.89235236325,0
5315,15788068,Lopez,729.8662130874518,Germany,Male,45.0,10,148423.14115998,3,1,0,20196.601034093168,1
5316,15572956,Steen,677.7938191745714,France,Male,36.0,5,120220.65789758116,1,1,1,123373.16766514679,0
5317,15780386,Ferri,623.7991757602949,Spain,Male,40.0,5,106774.47314658448,1,1,0,176719.61548771153,0
5318,15791114,Yegorova,695.5892354168693,France,Male,37.0,1,130239.93994239182,1,1,0,159200.72017670443,0
5319,15708046,Knowles,740.1258924039007,Spain,Male,31.0,0,108029.69650937039,1,1,0,160396.61812038993,0
5320,15719779,May,655.8057588807139,Germany,Male,25.0,1,163597.37186399207,2,1,0,97130.47119004333,0
5321,15591550,Bianchi,529.4656182651074,Spain,Male,36.0,3,77797.77876658051,1,1,0,65010.06776243876,0
5322,15639368,Pipes,708.0321575009591,France,Male,25.0,0,116521.91548831682,1,0,0,170622.2834836512,0
5323,15699830,Doherty,742.6839648808709,France,Female,,7,-5205.982731553797,2,1,1,123118.41632911623,0
5324,15569264,Yobanna,626.2060608044399,France,Male,32.0,5,168496.08525388764,1,1,1,147342.12472148595,0
5325,15595158,Hsu,657.9678703435497,Germany,Male,31.0,5,160804.97534685617,2,1,1,100931.75038742206,0
5326,15599126,Russell,528.8163529322971,France,Female,43.0,0,121994.27809495588,1,1,1,79320.57813566581,1
5327,15650575,Payne,709.6448510555556,Spain,Female,59.0,6,4945.187825330123,2,1,1,157931.94172733222,1
5328,15641490,Windsor,854.3560467949744,Germany,Female,25.0,8,61607.41252107331,2,1,0,83117.82493041904,0
5329,15680234,Bray,676.5117687185716,Germany,Male,27.0,2,141837.35286802842,1,1,0,164781.60931286294,0
5330,15592230,Seleznyov,585.0620861730888,France,Male,,3,4181.121370433026,2,1,1,132936.85030216465,0
5331,15626212,Wark,605.2247832530782,France,Male,,9,2160.767185641449,1,1,1,164444.92043631285,0
5332,15700627,Y?,631.9010605919282,Germany,Female,46.0,2,145883.20530111232,1,1,0,169860.25130091902,1
5333,15782641,Brown,715.1234121138855,Spain,Female,,3,126396.32774109048,1,1,0,188054.04016780164,0
5334,15784445,Huang,740.8662201185425,Spain,Male,33.0,1,97625.29153336484,1,0,0,194279.86132318713,0
5335,15813681,Zito,770.5651837080643,Germany,Male,24.0,2,113884.7777646028,2,1,1,125094.91534078612,0
5336,15596649,Bailey,641.0407630636432,France,Female,39.0,8,-13097.7764498922,1,1,0,138100.18538138393,0
5337,15700460,Allnutt,519.749317787069,France,Female,55.0,4,118845.18112412906,1,0,1,123936.72934999518,1
5338,15724076,Christie,798.9694481979091,Spain,Female,57.0,5,5305.566568231741,3,0,0,35876.44146573075,1
5339,15784000,Pope,708.0562700977548,Germany,Female,34.0,9,102872.41086680231,1,0,0,175367.82300056846,1
5340,15733966,Johnstone,511.41604439975947,Germany,Female,55.0,4,122553.2299656309,1,1,1,32512.089565907896,1
5341,15612667,Bird,658.9232900927132,Spain,Male,42.0,0,7132.063771324233,1,1,0,140858.4218411612,0
5342,15654025,Jones,654.5562879030581,France,Female,51.0,4,93781.70749972307,1,0,0,132086.26209816153,0
5343,15589431,Pedder,772.9619553996333,Germany,Male,47.0,1,169391.36617829537,1,1,1,63830.146908485,0
5344,15578238,Calabrese,715.7732400711559,France,Male,47.0,7,1468.2116940125989,2,1,0,197617.91448039503,0
5345,15566269,Chialuka,780.4102139956403,France,Male,25.0,5,5806.665615932977,2,1,0,46423.97935952396,0
5346,15639217,McKenzie,839.4971934582813,France,Male,34.0,6,2014.2390973761403,2,0,0,105026.60085938455,0
5347,15688644,Holloway,597.5039539049462,France,Male,31.0,1,127718.36862972373,1,1,0,114489.32888012107,0
5348,15662426,Tang,604.9751305309817,Spain,Male,32.0,1,91.05979479643429,1,0,1,87348.85890426561,1
5349,15720511,Byrne,507.02222186277504,Germany,Male,41.0,3,151393.2479975356,1,1,0,175707.08091452156,1
5350,15567246,Selwyn,684.6805917269337,Germany,Male,32.0,3,104089.70403279494,2,1,1,129458.46982270753,0
5351,15647965,Genovese,489.2754171157982,France,Female,57.0,9,107944.78852466519,2,1,1,71484.15304962527,1
5352,15679048,Koger,565.5091171525451,Germany,Male,41.0,2,116736.72991883567,1,1,1,110991.27873744711,0
5353,15675749,Baranov,698.3514021160197,France,Female,23.0,1,5407.372365765552,2,1,1,139489.86662217576,0
5354,15782181,Greco,615.2451919501134,Spain,Male,35.0,6,84000.5417468525,1,1,0,71863.38134411963,1
5355,15795738,Owens,778.2081755852573,France,Male,,4,176831.03261295476,1,1,1,170789.19641756234,0
5356,15773751,Y?,614.8982111205364,France,Female,,1,125520.90097758286,1,1,0,157927.67247394397,0
5357,15655436,Kendall,806.3597022994716,Germany,Male,47.0,2,133302.23369337982,1,1,1,168593.4187332459,1
5358,15691396,Ko,386.9010433412386,Germany,Male,31.0,5,122121.7710494624,2,1,1,70408.03313861965,0
5359,15796958,Tang,621.8591721013636,France,Male,39.0,7,2797.50770036534,2,1,0,45188.920545596695,0
5360,15801832,Lombardo,678.5030939866042,Germany,Male,42.0,1,116941.84244382748,1,1,1,23772.221584931103,1
5361,15661349,Perkins,632.0747756546732,France,Male,35.0,10,-6954.155551958208,2,1,0,66516.91026699291,0
5362,15719265,Feng,591.2820298445304,France,Male,46.0,9,6691.451428813729,2,1,0,172698.60783164293,0
5363,15779985,Lo,751.2376670577428,Germany,Female,37.0,1,137594.618100757,2,1,1,30463.17399613372,0
5364,15663410,Piccio,752.4489333837655,Spain,Male,51.0,5,138410.63146968483,3,1,1,153294.65553183417,1
5365,15704144,Mazzanti,808.1951831117358,Germany,Male,33.0,2,134747.6842249686,2,0,1,108269.807192415,0
5366,15774104,Chukwualuka,509.05106662788506,Spain,Male,39.0,2,-7458.943804849259,2,1,1,49864.175962953625,0
5367,15812230,Elliot,697.2645795026451,Germany,Female,42.0,5,46342.25400226649,3,1,1,103412.82044955266,0
5368,15742848,Gratton,666.92747854204,France,Male,41.0,5,-4003.394979953654,1,1,1,63787.343359491075,0
5369,15745326,Carandini,528.2222776191261,France,Female,62.0,3,78340.4441680382,1,0,0,20815.568483939485,1
5370,15674541,Robinson,606.7788065688817,Spain,Male,52.0,8,120615.21428554706,1,0,0,106725.75850655114,1
5371,15728564,Lo,657.1550693290153,France,Male,,6,6023.257520707846,2,0,1,136202.63417254746,1
5372,15580701,Ma,689.4882577193607,France,Male,33.0,3,163778.88890933743,1,1,0,76621.05278156488,1
5373,15688973,Vinogradova,576.0755935026286,Spain,Female,,5,-1577.2769227982178,2,1,1,87729.73073098731,0
5374,15709412,H?,774.6425723660104,Spain,Male,30.0,6,-12688.609743447403,2,0,1,61976.79140662784,0
5375,15607753,Alexandrova,614.6326325927519,Spain,Female,23.0,10,74799.67011716407,1,0,1,93061.3875854491,0
5376,15705352,Yang,700.7935093623566,Spain,Male,38.0,7,119983.02298271791,1,1,1,78258.7732392053,0
5377,15602500,Maslova,901.4399063498993,Spain,Male,38.0,1,142283.2485887951,1,0,1,106933.63348379078,0
5378,15672437,Buccho,597.0113509159846,France,Male,72.0,1,163023.8370353569,2,1,1,138966.2475922321,0
5379,15720968,Young,618.1747117824884,Germany,Male,27.0,2,129922.33529306029,2,1,0,145464.3696028468,0
5380,15730796,Barker,615.8573885485553,France,Female,21.0,7,99414.60293950273,1,1,1,175245.9717975945,0
5381,15768219,Sung,838.2716970222245,Spain,Male,36.0,0,-11048.796693529124,2,1,0,142567.8914687211,0
5382,15663883,Hansen,837.6045574349225,Germany,Male,32.0,9,133639.99154132698,2,1,1,151157.03524250427,0
5383,15589296,Brown,705.8246065838405,France,Female,40.0,6,116848.46680261102,1,1,1,82457.22754327342,0
5384,15586425,Lo Duca,612.690496692069,France,Male,28.0,4,-6645.121456877688,2,1,1,179548.44220479683,0
5385,15679813,Ellis,743.845946540278,Spain,Male,28.0,1,-40.263836918622474,1,1,0,40837.3642237186,0
5386,15681410,Korff,813.4639195711475,Germany,Female,36.0,6,92093.87855365765,1,0,1,22727.0306605944,1
5387,15668283,Gardiner,669.02031504974,France,Male,48.0,9,126793.91973810126,4,0,0,80041.04031601692,1
5388,15624072,Kiernan,638.7494206940225,Spain,Male,22.0,10,7422.751908209374,2,1,0,177887.16542459262,0
5389,15669664,Thompson,547.3858973733816,Germany,Male,54.0,1,103154.34008019246,1,0,0,8952.395083370047,1
5390,15682728,Mathews,730.4406453561062,France,Female,32.0,4,-10314.43182688525,2,0,0,118317.2565131148,0
5391,15573851,Macrossan,721.0117091975342,France,Female,38.0,1,-517.914798362021,3,0,0,91072.83484627573,1
5392,15733661,Illingworth,642.2339705340951,Spain,Female,27.0,8,141779.13485103552,2,1,0,3942.294809265682,0
5393,15710012,Bowen,740.0571715586466,Spain,Male,44.0,2,684.3494969484107,2,1,0,43910.23147820976,1
5394,15763327,Craig,837.9868382211976,France,Male,32.0,8,122003.14198308044,2,1,1,28329.113596418014,0
5395,15668853,Menhennitt,608.7788633786784,Spain,Female,44.0,0,160297.94638693513,1,1,1,122565.99911169877,0
5396,15639303,Moore,605.0630948522805,Germany,Male,48.0,5,127973.7159079683,1,0,1,137911.24148299894,0
5397,15691011,Shoebridge,595.79255036478,France,Male,42.0,9,169206.55837333255,2,1,1,126064.68630840906,0
5398,15638513,Palermo,737.66108562932,France,Female,,7,140384.8760192969,2,0,0,34045.70902509971,0
5399,15648933,Reilly,793.1447564481989,Germany,Male,44.0,3,99651.61752507243,1,1,1,28433.6795808272,1
5400,15628904,Bowen,739.2298171759558,Spain,Male,35.0,8,99826.99167946035,1,1,1,44358.21382679441,0
5401,15644788,Fyodorov,707.2446952016494,France,Female,30.0,5,-4094.679402848542,2,1,0,191358.29166403034,0
5402,15598161,Clements,646.0535349489728,France,Male,47.0,10,5522.783151577187,2,1,0,169467.97977289069,0
5403,15745624,McKenzie,838.6872979727277,France,Male,37.0,4,-2924.8064781755274,2,1,0,92569.36943169752,0
5404,15733169,Craig,591.8218721251183,Spain,Male,22.0,7,121157.00861378796,1,1,1,163105.25111393828,0
5405,15801417,Iloerika,639.9692004044136,France,Male,37.0,4,90577.87239393519,1,1,1,118139.9944604833,0
5406,15592707,Dolgorukova,531.1254631236884,Germany,Female,64.0,2,182943.75760108093,2,1,1,58389.36441850207,0
5407,15593954,Eva,485.3692936951271,France,Female,47.0,6,109861.403336231,1,0,0,119369.61458008495,0
5408,15714431,Yeh,584.005347917966,France,Male,37.0,1,115184.8199062808,2,0,1,103292.61369749877,0
5409,15638257,P'an,677.894319610075,Spain,Female,54.0,0,73646.27875348902,2,1,1,56040.20196550391,0
5410,15690939,Howe,597.3709988851065,Spain,Male,28.0,7,-13683.571023792341,1,1,1,11182.004843186776,0
5411,15723613,Jenkins,612.4693662580792,France,Female,,4,3591.2758131110118,2,1,0,40052.69987403881,0
5412,15813640,Shih,631.5284802318683,France,Female,40.0,7,-7104.2897428563065,2,1,0,8983.895450580158,0
5413,15707322,Nnamdi,763.7162642672431,France,Female,48.0,2,128709.28327329707,1,0,0,104784.3329629975,1
5414,15588918,Mitchell,688.5234786338615,France,Female,42.0,6,7713.874719233689,2,1,0,196344.78976539342,0
5415,15600357,Findlay,480.8113768534305,France,Female,40.0,1,144305.0755654808,2,1,0,150491.1511154462,0
5416,15747014,Pisani,862.8919086483036,France,Female,28.0,1,95244.26466594399,1,0,1,74038.21721671315,0
5417,15809830,Belisario,622.3509520466141,France,Male,50.0,8,-12567.111480291722,2,0,1,76712.70272760685,0
5418,15662245,Pomeroy,548.4807340021675,France,Male,32.0,1,-678.9571381349328,2,1,1,3964.5359589850937,0
5419,15651075,Ibrahimova,550.5937186442707,Germany,Male,35.0,3,142311.3566204792,1,0,1,178102.55437789808,0
5420,15594456,K?,716.417835712743,Spain,Female,56.0,4,104737.83477970363,1,1,1,88368.13261116654,1
5421,15583462,Graham,695.6780544736469,France,Male,28.0,5,176930.16871731545,2,1,1,94011.89904133411,0
5422,15757661,Trevisano,565.1918452865102,France,Female,39.0,7,-2880.468916046269,2,0,0,95868.63152710475,0
5423,15729117,Trevisano,625.5195020142924,France,Female,31.0,1,101508.15889317892,1,1,1,170036.1407511707,0
5424,15749671,K?,792.1784827929393,France,Male,35.0,6,-7727.327572472093,2,1,1,63094.61399671901,0
5425,15566253,Manning,576.4480801048253,Germany,Male,44.0,9,141762.54102612633,1,0,0,147742.18593733825,1
5426,15595153,Tucker,657.1178427557516,Germany,Female,44.0,8,104184.76026787398,2,0,0,148245.31963630105,0
5427,15698572,Schaffer,655.2781386815172,Spain,Female,36.0,1,-2976.187878383107,1,1,0,39432.534967606494,0
5428,15674149,Esomchi,598.598024964607,Germany,Male,36.0,3,118927.83301135353,2,1,1,42601.501984197326,0
5429,15623082,Ch'ang,491.57599400901415,France,Female,35.0,2,980.6897611083382,2,1,0,94721.91412244087,0
5430,15797905,Walker,646.5206076777574,France,Female,48.0,7,-8010.827770781915,2,1,0,65262.87509358737,0
5431,15746028,Chu,700.2790048592965,France,Female,24.0,7,-11426.675291505991,2,1,0,160337.7271116306,0
5432,15582951,Crawford,683.6557550670407,France,Female,25.0,8,122975.18670765978,1,1,0,122025.45424227245,0
5433,15616471,Milne,601.1411490598459,Spain,Male,51.0,0,-4372.082123287466,1,1,1,173176.54264054817,0
5434,15641575,Anenechukwu,570.0970623772394,France,Male,,2,121856.14578284534,1,1,0,56115.748746056204,0
5435,15638803,Donaldson,746.7586594410286,Spain,Female,32.0,5,8320.788927007132,2,1,0,129073.61567610381,0
5436,15808283,Kelly,634.7403345745863,France,Female,33.0,4,2706.621510642818,1,1,0,151405.53941650715,0
5437,15811200,Ts'ao,829.8591766629411,France,Female,34.0,2,8986.016947991271,2,0,0,167381.8956742643,0
5438,15733476,Gonzalez,566.6797488639377,Germany,Male,30.0,6,75348.26038477707,1,1,1,178071.34142022036,0
5439,15633274,Tai,685.8365042790992,France,Male,,7,147493.90847640386,1,1,0,118527.72496207595,0
5440,15582168,Muravyova,711.7992491662287,Germany,Female,61.0,4,155098.7121328706,2,1,0,126265.36433041349,0
5441,15807269,Milanesi,677.9611111612965,Germany,Male,43.0,2,168098.18775423418,1,0,0,120913.3114412426,1
5442,15602979,Lin,738.3353720657005,France,Male,29.0,1,140262.8334042584,1,1,0,65540.12317805711,0
5443,15660417,Lambert,595.987734940961,Germany,Female,43.0,10,129130.40537780244,1,0,0,92826.12148533599,1
5444,15590199,Temple,690.179862684342,Spain,Male,28.0,1,112297.46376819724,1,0,1,78220.84748774102,0
5445,15641794,Ridley,713.1133167748862,France,Male,33.0,5,132046.2364618487,2,0,1,47341.190429011476,0
5446,15779174,Young,446.5622345741547,France,Female,,2,-12081.737139102559,2,1,1,180058.8410729054,0
5447,15785547,Slye,638.0045386123754,France,Male,28.0,8,179042.22159255206,2,1,0,84430.57982083545,0
5448,15795124,Pan,761.3633858611956,Germany,Male,50.0,9,100437.70163032309,1,0,1,5475.8169783541,0
5449,15718912,Hsueh,614.3993038229032,Germany,Female,44.0,5,118249.57948801752,1,0,1,133791.05755524445,1
5450,15592028,Roberts,520.8611319897366,France,Female,46.0,7,-2965.7962386653885,1,1,1,110138.39599570146,0
5451,15580227,Moss,794.1630214551835,France,Male,33.0,6,-1212.7595836067421,2,1,0,120702.46106272493,0
5452,15657830,Andrews,665.2177276565683,France,Male,43.0,4,84707.63774895301,2,1,0,146798.02925737682,0
5453,15798256,Takasuka,592.0918418659476,France,Female,45.0,1,156883.03393460982,2,0,0,89385.75819578208,1
5454,15643819,Dawson,691.8377508348226,France,Female,25.0,4,7975.907012987491,2,0,0,84404.96502671765,0
5455,15754301,Bruche,723.5208143871189,France,Male,39.0,5,-1006.3145884914966,1,1,0,3907.573291994134,0
5456,15726855,Oliver,832.9897285394468,Germany,Female,,9,117313.90937536788,1,1,0,187796.6740358475,1
5457,15755225,Ryan,646.4269138985087,Germany,Male,34.0,9,137923.4462497436,2,1,0,174507.7861907721,0
5458,15725221,Sabbatini,732.4497276227953,Germany,Male,62.0,10,90361.96434315403,1,1,1,47126.29298521935,0
5459,15789055,Watt,614.2738150525247,Spain,Male,35.0,2,119314.6070188397,1,1,0,93144.42637812503,0
5460,15617507,Wilson,525.930777178394,Spain,Female,36.0,7,-4528.640102649595,2,1,0,73862.79940671644,0
5461,15668894,Abramova,660.2682005131414,Germany,Male,41.0,5,126589.17391768956,2,0,1,123925.61113198355,0
5462,15589563,Purdy,544.1929999616475,Spain,Male,31.0,2,115978.98566133053,2,0,0,40425.82201696351,0
5463,15693162,Higgins,715.8036694204088,France,Female,29.0,5,99491.7088259289,1,0,0,112385.53342258184,0
5464,15750099,Marshall,716.0380787075671,France,Female,36.0,6,-996.8782445967358,1,0,0,152350.138585754,0
5465,15795540,Reye,516.65349871548,France,Female,36.0,2,127679.16958719134,1,0,1,180966.9881036614,0
5466,15794941,Chibueze,646.5751044144752,Germany,Female,41.0,1,85741.47431153872,3,1,0,189672.21312140828,0
5467,15611848,Kwemtochukwu,855.8707505993727,Germany,Male,32.0,3,133314.2988603959,1,0,1,153350.06540857966,0
5468,15581237,Biryukova,577.9883537537007,Spain,Male,33.0,1,157799.0310308201,1,1,1,150893.48933234607,0
5469,15738150,Chidozie,584.4665350498192,France,Male,45.0,5,4821.580752061994,2,1,1,157422.8748178024,0
5470,15678571,Barber,725.4950419932786,France,Male,21.0,4,-3521.3801763344372,2,0,0,27509.485817512665,0
5471,15736124,Thompson,647.3088961670448,France,Male,25.0,1,107735.04215909238,2,1,1,118350.95065002382,0
5472,15623202,Maslov,711.6346833792502,Germany,Female,39.0,10,99935.76700346998,2,1,0,171192.9067615887,1
5473,15804201,Jones,449.53263149993836,Germany,Male,42.0,4,131254.76831630606,1,0,1,124032.93656893652,0
5474,15596863,Chidumaga,776.99604365808,Germany,Female,38.0,3,156774.68310440928,1,1,1,26466.52082888082,0
5475,15696277,Hs?,647.6029528464453,France,Female,,9,-14519.472707898203,2,1,0,134024.4905473107,0
5476,15748608,Trentini,644.7347992366128,Germany,Male,42.0,5,150853.331568015,1,1,1,44575.02715528421,0
5477,15723864,Lucas,824.333985809476,Spain,Male,47.0,1,108850.31260049508,2,1,0,85369.43820647839,1
5478,15802390,Willoughby,723.6041131095858,France,Female,34.0,2,1330.7713489983312,2,1,1,118729.40905940387,0
5479,15774336,Jamieson,638.353728581274,Germany,Male,,9,119808.65236875456,2,1,1,94534.90580596065,0
5480,15648766,Robertson,590.9796671488393,Spain,Male,35.0,3,107791.61434943655,1,0,0,94697.75787393794,0
5481,15659094,Ojiofor,804.1967450948935,Germany,Female,34.0,8,137726.65202224214,2,0,0,46554.3667910967,0
5482,15606397,Cameron,586.0122609886278,Germany,Female,44.0,1,151780.7859687062,1,0,1,42074.12161611849,1
5483,15642619,Mayne,604.6554580757086,Spain,Male,46.0,2,-12683.802927984912,2,1,0,173900.66007431137,0
5484,15666032,Mancini,568.7356566634846,Spain,Male,28.0,1,119758.95555697486,1,0,0,45319.91206117435,0
5485,15595842,Paramor,700.313864224285,Germany,Male,45.0,2,118370.97415080159,1,0,0,75007.4635428707,1
5486,15753837,Young,587.9030172856963,Spain,Male,38.0,4,3475.151763075833,2,1,1,194719.42509104498,0
5487,15783882,Daly,773.6833283199169,Spain,Female,41.0,5,8433.363357351673,2,0,1,94613.9041214309,0
5488,15799790,Carter,771.5668410132146,France,Male,35.0,9,741.4848588247592,1,1,1,28775.388849885436,0
5489,15628155,Dike,395.77075611832595,France,Female,35.0,7,120148.68296463518,1,1,1,103560.72209935548,0
5490,15703778,Hughes,720.3108624204581,France,Male,33.0,8,133236.18872195343,1,0,1,35284.35269010383,0
5491,15722322,Green,646.7795012699366,Spain,Female,78.0,2,13972.198579716487,2,0,1,184799.45512792698,0
5492,15639278,Chinomso,600.4324596814608,Germany,Female,36.0,6,139159.96083075218,2,1,1,167122.2641166604,1
5493,15568487,Gorshkov,704.4248032679382,France,Male,35.0,7,122909.75599192752,1,1,1,71020.0913406606,0
5494,15682084,Chinomso,721.653206442196,France,Male,31.0,9,-1958.864365682461,2,1,0,35342.08850072427,0
5495,15642821,Ijendu,391.6172483803008,Spain,Female,,8,87396.88588852037,1,0,0,141730.68146527276,1
5496,15601387,Yen,695.4863468000854,France,Male,35.0,10,2500.5766176282254,2,1,0,68352.22957294449,0
5497,15642515,Arcuri,617.429074134961,France,Female,42.0,1,-2872.1923670705332,2,0,1,62727.501114197265,0
5498,15710421,Baresi,760.9664975568717,Spain,Female,36.0,8,113832.70584930602,1,0,0,105161.92153094498,0
5499,15726774,Field,519.1123506035995,France,Male,35.0,3,99765.30276014327,1,0,0,37994.38766890778,0
5500,15649078,Christian,881.9894188022758,Germany,Female,27.0,8,103912.5685077914,2,1,1,112221.09792293074,0
5501,15641877,Ross,695.0628508444001,France,Male,47.0,9,105532.16813387033,1,1,1,-1369.730945928593,0
5502,15796496,Trevisani,641.6641463579863,France,Female,31.0,8,143632.63600929847,1,1,0,190790.79783818955,0
5503,15815690,Akabueze,617.3080732059941,Spain,Female,40.0,3,110365.46034326931,1,1,1,74961.31032226968,0
5504,15631739,Dunn,676.3596486261513,Spain,Male,24.0,10,120879.1503524013,1,1,1,125507.89189880087,0
5505,15625584,Martin,776.3276572088912,France,Male,32.0,2,125148.40169883838,2,0,0,77052.29035832915,0
5506,15802466,Donaldson,550.8356154956803,France,Female,53.0,7,-451.9521528577866,2,1,1,83410.50901010659,0
5507,15697028,McClinton,568.9755994043499,Spain,Male,,0,68760.52990308277,2,0,1,164750.36098454852,0
5508,15575759,Bentley,532.3646136749837,Spain,Female,40.0,3,61303.01818258319,1,1,0,111547.44742584371,1
5509,15567442,Ibezimako,651.4578798443815,France,Female,75.0,3,-7608.979731991683,2,1,1,1012.5859106781763,0
5510,15746805,Thomson,594.1648489194492,France,Male,,9,15389.506664021743,2,1,0,52012.20165876619,0
5511,15636330,Ch'in,590.7112683282942,Germany,Female,48.0,1,131161.2420376688,2,1,0,31935.260600289923,1
5512,15714970,Holbrook,681.5703728702906,Germany,Male,32.0,0,101660.76348810311,1,1,0,22172.22063328437,0
5513,15653784,Solomina,639.7521162446242,France,Male,37.0,2,126791.79010612553,1,0,1,88046.41354754913,0
5514,15693543,McDonald,713.1753961048785,France,Female,,8,2810.863154646727,2,0,1,13380.259475672228,0
5515,15773283,Dennis,664.9106277617341,France,Male,,6,49273.500414750844,1,1,0,34949.23174969371,1
5516,15742534,Faulk,496.62060438373373,Germany,Female,28.0,2,131442.04648403203,2,1,1,152151.05708950278,0
5517,15569878,Dale,602.0916362895478,France,Male,,3,95851.72369899641,1,1,1,4878.782253846453,0
5518,15729454,Gorbunov,477.53076726673885,France,Male,,8,468.45288186157177,2,1,0,182373.96000593252,0
5519,15578375,Farrell,603.2087542783952,France,Male,39.0,6,14013.783565980448,2,0,0,135694.69023690646,0
5520,15785559,De Luca,647.9425878263521,France,Male,43.0,1,128353.8110545999,1,1,0,114642.12562843067,1
5521,15649414,Walker,555.081157470488,France,Female,61.0,6,143611.26998427632,1,1,1,47606.68783638266,0
5522,15701605,Forster,801.7691711496941,France,Male,37.0,1,169842.38678368425,1,1,0,68691.50313111424,0
5523,15686696,Brown,832.0683892700486,France,Female,37.0,6,84836.5074719458,2,1,0,79633.83680505338,0
5524,15625586,Monaldo,704.7092243261782,France,Male,35.0,4,3591.310614584649,1,1,1,172426.05275055306,0
5525,15654975,Wu,623.8730296343758,France,Female,53.0,0,118569.16594345118,2,0,1,153754.57897807215,0
5526,15782993,Pan,611.7673252661089,France,Male,51.0,10,111588.15989198849,2,1,1,130471.55137793766,0
5527,15774382,Longo,601.3726466830842,Germany,Male,49.0,4,172529.56545957073,1,1,1,124853.22544679783,0
5528,15689602,Findlay,698.2608674875391,France,Male,38.0,2,127499.68524455314,1,1,1,37722.11071118915,0
5529,15756155,Fu,641.4149794928617,France,Male,32.0,4,5109.3817674605825,2,0,1,99536.50292439162,0
5530,15812647,Yin,688.799890025979,France,Male,34.0,8,131457.87726056774,2,1,0,93722.48750326475,0
5531,15736043,Hamilton,663.8412066865305,France,Male,34.0,6,109732.64750196716,1,1,1,98777.37894166354,0
5532,15696744,Miller,690.0165654679352,France,Female,31.0,3,114281.17606035115,1,0,0,176296.56953206554,0
5533,15602572,Hsing,746.310165818802,France,Male,33.0,9,-4224.510581730905,2,1,1,145405.66940531452,0
5534,15674765,Mitchell,557.20992597843,Spain,Male,44.0,4,-5108.693675271272,1,1,0,12557.652986557498,0
5535,15678725,Chamberlin,654.791612360493,France,Female,29.0,8,9055.694589073277,2,0,1,122682.04036786055,0
5536,15694444,Buttenshaw,698.0180099586855,Germany,Female,32.0,8,158704.50923725104,3,1,0,188700.97809653947,1
5537,15795878,Anayochukwu,614.8872102040282,Spain,Male,45.0,3,1357.6688816626342,2,1,1,157810.4717347873,0
5538,15735346,Wallace,519.9262848086598,Germany,Female,41.0,10,144614.87062733585,1,1,1,61917.23656767304,0
5539,15687094,Calabresi,692.35137521672,Germany,Female,28.0,9,76948.25570083986,2,0,0,41026.087555663165,0
5540,15790067,Sun,633.0492394107234,Spain,Male,39.0,3,143223.19844388566,1,0,0,53924.91265689286,0
5541,15605742,Tuan,770.7837786730336,France,Male,43.0,0,77409.58950640642,1,1,0,39460.007795962716,1
